SONG_ID,SONG_TITLE,ST_ID,PRIORITY,ST_TAG_ID,TYPE_ID,TAG_NAME,CDATE
33279507,Cubana (feat.Young Kay),456091,8,5762,12,불안,2022-03-31 14:31:33
33293823,시간을 돌리는 마법사 (Feat. SHINHYO),456375,17,5759,12,슬픔,2022-03-31 14:31:33
33296090,꽃말,470312,7,5711,2,편안해요,2022-03-17 14:48:33
33315263,10년 후 (Feat. Paloalto)  (Prod. Minit),456143,15,5762,12,불안,2022-03-31 14:31:33
33316276,Love And Pain,456375,15,5759,12,슬픔,2022-03-31 14:31:33
33333796,A STAR IS BORN,456091,15,5762,12,불안,2022-03-31 14:31:33
33333799,eclipse,456109,20,5762,12,불안,2022-03-31 14:31:33
33347390,이렇게 좋아해 본 적이 없어요,456107,9,5759,12,슬픔,2022-03-31 14:31:33
33372781,라일락,364679,14,5330,2,행복해요,2021-06-08 12:07:54
33373124,회상,466884,150,5711,2,편안해요,2022-03-17 14:48:33
33397561,ASAP,459133,12,5330,2,행복해요,2021-06-08 12:07:54
33434340,소주 한 잔 (Live ver.),467710,12,5711,2,편안해요,2022-03-17 14:48:33
33464805,Dun Dun Dance,459133,1,5330,2,행복해요,2021-06-08 12:07:54
33480898,신호등,456828,7,5330,2,행복해요,2021-06-08 12:07:54
33487342,Next Level,456828,8,5711,2,편안해요,2022-03-17 14:48:33
33487708,WE GO,459133,27,5330,2,행복해요,2021-06-08 12:07:54
33507461,I Love U,466884,12,5711,2,편안해요,2022-03-17 14:48:33
33509109,큰일이다,466884,65,5711,2,편안해요,2022-03-17 14:48:33
33527705,안녕 (Hello),459133,22,5330,2,행복해요,2021-06-08 12:07:54
33559180,Alcohol-Free,459133,15,5330,2,행복해요,2021-06-08 12:07:54
33571535,추적이는 여름 비가 되어,466884,41,5711,2,편안해요,2022-03-17 14:48:33
33623210,Bad Habits,461177,11,5330,2,행복해요,2021-06-08 12:07:54
33655994,Weekend,456828,9,5711,2,편안해요,2022-03-17 14:48:33
33666269,Permission to Dance,456828,10,5330,2,행복해요,2021-06-08 12:07:54
33691794,좋아좋아,466884,37,5711,2,편안해요,2022-03-17 14:48:33
33699116,고백,466884,42,5711,2,편안해요,2022-03-17 14:48:33
33725775,낙하 (with 아이유),456055,5,5322,2,화나요,2021-06-08 12:07:54
33746557,Skate,461177,17,5330,2,행복해요,2021-06-08 12:07:54
33772329,고백,466884,69,5711,2,편안해요,2022-03-17 14:48:33
33793429,제자리 걸음,466884,19,5711,2,편안해요,2022-03-17 14:48:33
33805289,Queendom,456715,1,5330,2,행복해요,2021-06-08 12:07:54
33810334,한겨울밤의 꿈 (2021 Remastered),455052,5,5711,2,편안해요,2022-03-17 14:48:33
33810388,밸런스 게임,455284,11,5330,2,행복해요,2021-06-08 12:07:54
33855085,가까운 듯 먼 그대여,463855,3,5330,2,행복해요,2021-06-08 12:07:54
33868791,고백,466884,72,5711,2,편안해요,2022-03-17 14:48:33
33976677,찰나가 영원이 될 때 (The Eternal Moment),466008,6,5711,2,편안해요,2022-03-17 14:48:33
33978183,너를 생각해,466884,44,5711,2,편안해요,2022-03-17 14:48:33
33982824,해운대,466884,64,5711,2,편안해요,2022-03-17 14:48:33
34061322,사랑은 늘 도망가,466884,61,5711,2,편안해요,2022-03-17 14:48:33
34077352,Undeniable (Feat. X Ambassadors),461177,1,5330,2,행복해요,2021-06-08 12:07:54
34082381,이러면 안 될 거 아는데 너 앞에만 서면 나락 (Feat. 10CM),493585,10,5322,2,화나요,2021-06-08 12:07:54
34091230,Easy On Me,454777,2,5330,2,행복해요,2021-06-08 12:07:54
34154224,그리워 그리워,489034,1,5322,2,화나요,2021-06-08 12:07:54
34194115,밤하늘의 별을(Original),466884,137,5711,2,편안해요,2022-03-17 14:48:33
34349913,ELEVEN,456828,11,5711,2,편안해요,2022-03-17 14:48:33
34349914,Take It,493585,11,5322,2,화나요,2021-06-08 12:07:54
34397419,흰눈,466884,8,5711,2,편안해요,2022-03-17 14:48:33
34431086,취중고백,466884,76,5711,2,편안해요,2022-03-17 14:48:33
34436674,Dreams Come True,456828,12,5330,2,행복해요,2021-06-08 12:07:54
34481682,겨울잠,470312,10,5711,2,편안해요,2022-03-17 14:48:33
34482261,사랑은 말로 표현하는게 아니래요,466884,145,5711,2,편안해요,2022-03-17 14:48:33
34494149,Step Back,456828,13,5330,2,행복해요,2021-06-08 12:07:54
34501949,아네모네,463855,26,5330,2,행복해요,2021-06-08 12:07:54
34538515,SMILEY (Feat. BIBI),493585,5,5322,2,화나요,2021-06-08 12:07:54
34543841,Melody,461177,7,5330,2,행복해요,2021-06-08 12:07:54
34555834,이쁘지나 말지,466884,54,5711,2,편안해요,2022-03-17 14:48:33
34572522,Numb Little Bug,493585,7,5322,2,화나요,2021-06-08 12:07:54
34592758,너 아니면 안돼,466884,9,5711,2,편안해요,2022-03-17 14:48:33
34622559,잊을 수 있을까,456422,11,5711,2,편안해요,2022-03-17 14:48:33
34626109,INVU,456828,15,5330,2,행복해요,2021-06-08 12:07:54
34655572,pushin B,464556,4,5766,12,신남,2022-03-31 14:31:33
34657844,사랑인가 봐,466008,2,5711,2,편안해요,2022-03-17 14:48:33
34684267,너의 여행 (With 정승환),456333,4,5759,12,슬픔,2022-03-31 14:31:33
34692867,"Do what I do (Feat. 이적, Pphk)",455981,3,5762,12,불안,2022-03-31 14:31:33
34700798,보통의 이별에게,456333,19,5759,12,슬픔,2022-03-31 14:31:33
34713186,언제쯤…,456333,11,5759,12,슬픔,2022-03-31 14:31:33
34713509,거울에게,456422,15,5711,2,편안해요,2022-03-17 14:48:33
34723782,Spooky Asian (Feat. Changmo),456141,18,5762,12,불안,2022-03-31 14:31:33
34746814,"삼성동 (Feat. Kid Wine, Milena (밀레나))",456427,16,5762,12,불안,2022-03-31 14:31:33
34748940,겨울봄,456333,18,5759,12,슬픔,2022-03-31 14:31:33
34752700,GANADARA (Feat. 아이유),466008,12,5711,2,편안해요,2022-03-17 14:48:33
34754292,TOMBOY,493585,15,5322,2,화나요,2021-06-08 12:07:54
34754297,ESCAPE,488903,15,5322,2,화나요,2021-06-08 12:07:54
34754298,LIAR,456715,7,5330,2,행복해요,2021-06-08 12:07:54
34754299,MY BAG,493585,14,5322,2,화나요,2021-06-08 12:07:54
34770628,안고쳐,454777,6,5330,2,행복해요,2021-06-08 12:07:54
34772324,Love Breeze,456334,7,5759,12,슬픔,2022-03-31 14:31:33
34772475,Feel My Rhythm,456715,2,5330,2,행복해요,2021-06-08 12:07:54
34772687,물어!,456422,6,5711,2,편안해요,2022-03-17 14:48:33
34774526,Sunset,454777,4,5330,2,행복해요,2021-06-08 12:07:54
34779264,난 니가 필요해,468779,7,5766,12,신남,2022-03-31 14:31:33
34787411,싸이월드,456198,10,5759,12,슬픔,2022-03-31 14:31:33
34790263,Am I A Monster,454777,5,5330,2,행복해요,2021-06-08 12:07:54
34794444,Touch The Floor,466118,17,5766,12,신남,2022-03-31 14:31:33
34794445,Songcry,456427,5,5762,12,불안,2022-03-31 14:31:33
34796907,이상해졌나봐,456334,3,5759,12,슬픔,2022-03-31 14:31:33
34800770,"Night Drive (Feat. JAEHA, Ourealgoat)",455981,9,5762,12,불안,2022-03-31 14:31:33
34800774,"Refresh (Feat. OLNL, B JYUN.)",455981,1,5762,12,불안,2022-03-31 14:31:33
34802069,면회 한 번 와줄래,456334,4,5759,12,슬픔,2022-03-31 14:31:33
34803496,이상기후,456427,15,5762,12,불안,2022-03-31 14:31:33
34803498,One Night (Feat. 래원),456427,9,5762,12,불안,2022-03-31 14:31:33
34847378,LOVE DIVE,493585,1,5322,2,화나요,2021-06-08 12:07:54
34850634,사랑인가 봐,466008,1,5711,2,편안해요,2022-03-17 14:48:33
34890162,다시 만날까 봐,466884,20,5711,2,편안해요,2022-03-17 14:48:33
34927767,정이라고 하자 (Feat. 10CM),493585,12,5322,2,화나요,2021-06-08 12:07:54
34943312,나의 X에게,493585,19,5322,2,화나요,2021-06-08 12:07:54
101721111,On the Atlas,460784,1,5766,12,신남,2022-03-31 14:31:33
